,eval_loss,precision,recall,f1_score,train,dev_test,training_epochs,transformer_model
0,,0.0,0.0,0.0,data/spaceseparated/norec_fine/norec_fine_train.conll,data/spaceseparated/norec_fine/norec_fine_dev.conll,8,ltgoslo/norbert
